idx,wav_path_clean,label,style,scenario_type,speaker
462,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/462.wav,Urgency,informal,person_overboard,p258
463,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/463.wav,Routine,third_party,fire_smoke,p249
464,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/464.wav,Distress,third_party,person_overboard,p304
465,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/465.wav,Urgency,informal,medical_issue,p301
466,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/466.wav,Urgency,formal,grounding,p261
467,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/467.wav,Safety,formal,person_overboard,p263
468,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/468.wav,Safety,third_party,grounding,p361
469,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/469.wav,Safety,informal,engine_failure,p314
470,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/470.wav,Safety,informal,nav_hazard,p343
471,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/471.wav,Safety,formal,grounding,p326
472,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/472.wav,Routine,third_party,engine_failure,p343
473,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/473.wav,Routine,third_party,grounding,p250
474,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/474.wav,Safety,informal,fire_smoke,p334
475,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/475.wav,Safety,formal,fire_smoke,p243
476,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/476.wav,Routine,formal,fire_smoke,p312
477,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/477.wav,Distress,informal,engine_failure,p294
478,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/478.wav,Urgency,third_party,fire_smoke,p279
479,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/479.wav,Urgency,informal,water_ingress,p260
480,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/480.wav,Safety,third_party,collision,p310
481,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/481.wav,Safety,formal,person_overboard,p286
482,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/482.wav,Routine,third_party,tow_request,p266
483,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/483.wav,Distress,informal,engine_failure,p345
484,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/484.wav,Routine,informal,tow_request,p258
485,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/485.wav,Safety,informal,tow_request,p297
486,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/486.wav,Urgency,third_party,fire_smoke,p258
487,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/487.wav,Urgency,informal,fire_smoke,p238
488,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/488.wav,Distress,formal,tow_request,p246
489,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/489.wav,Safety,formal,radio_check,p273
490,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/490.wav,Safety,formal,tow_request,p245
491,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/491.wav,Safety,third_party,steering_failure,p231
492,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/492.wav,Distress,informal,grounding,p230
493,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/493.wav,Distress,formal,collision,p295
494,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/494.wav,Distress,third_party,engine_failure,p241
495,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/495.wav,Urgency,informal,person_overboard,p258
496,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/496.wav,Safety,formal,steering_failure,p273
497,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/497.wav,Routine,informal,collision,p305
498,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/498.wav,Routine,third_party,water_ingress,p284
499,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/499.wav,Distress,informal,tow_request,p317
500,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/500.wav,Distress,formal,radio_check,p247
501,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/501.wav,Routine,informal,grounding,p255
502,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/502.wav,Urgency,formal,cargo_shift,p263
503,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/503.wav,Distress,third_party,grounding,p351
504,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/504.wav,Urgency,third_party,medical_issue,p376
505,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/505.wav,Safety,informal,steering_failure,p276
506,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/506.wav,Safety,formal,grounding,p279
507,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/507.wav,Safety,third_party,engine_failure,p231
508,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/508.wav,Safety,informal,nav_hazard,p252
509,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/509.wav,Safety,formal,steering_failure,p252
510,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/510.wav,Routine,formal,fire_smoke,p341
511,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/511.wav,Urgency,third_party,cargo_shift,p246
512,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/512.wav,Distress,informal,radio_check,p255
513,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/513.wav,Routine,formal,medical_issue,p340
514,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/514.wav,Distress,formal,steering_failure,p253
515,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/515.wav,Safety,informal,water_ingress,p292
516,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/516.wav,Urgency,informal,medical_issue,p340
517,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/517.wav,Safety,formal,cargo_shift,p298
518,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/518.wav,Distress,formal,radio_check,p286
519,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/519.wav,Urgency,third_party,person_overboard,p273
520,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/520.wav,Safety,third_party,person_overboard,p244
521,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/521.wav,Distress,formal,person_overboard,p227
522,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/522.wav,Urgency,third_party,fire_smoke,p260
523,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/523.wav,Urgency,third_party,steering_failure,p292
524,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/524.wav,Routine,third_party,cargo_shift,p274
525,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/525.wav,Safety,formal,radio_check,p241
526,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/526.wav,Distress,informal,water_ingress,p269
527,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/527.wav,Urgency,third_party,person_overboard,p333
528,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/528.wav,Urgency,third_party,person_overboard,p255
529,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/529.wav,Routine,informal,medical_issue,p334
530,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/530.wav,Safety,third_party,water_ingress,p271
531,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/531.wav,Distress,third_party,tow_request,p229
532,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/532.wav,Distress,formal,medical_issue,p343
533,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/533.wav,Urgency,third_party,radio_check,p362
534,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/534.wav,Safety,informal,engine_failure,p262
535,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/535.wav,Urgency,third_party,fire_smoke,p249
536,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/536.wav,Routine,third_party,grounding,p334
537,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/537.wav,Routine,formal,cargo_shift,p271
538,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/538.wav,Distress,informal,person_overboard,p278
539,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/539.wav,Urgency,third_party,water_ingress,p336
540,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/540.wav,Urgency,formal,collision,p343
541,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/541.wav,Safety,third_party,cargo_shift,p285
542,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/542.wav,Distress,third_party,medical_issue,p340
543,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/543.wav,Routine,informal,engine_failure,p288
544,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/544.wav,Urgency,third_party,cargo_shift,p316
545,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/545.wav,Distress,third_party,grounding,p257
546,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/546.wav,Urgency,informal,nav_hazard,p318
547,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/547.wav,Distress,informal,fire_smoke,p258
548,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/548.wav,Distress,third_party,medical_issue,p295
549,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/549.wav,Distress,third_party,radio_check,p243
550,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/550.wav,Urgency,formal,steering_failure,p250
551,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/551.wav,Distress,third_party,collision,p363
552,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/552.wav,Routine,third_party,fire_smoke,p336
553,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/553.wav,Safety,formal,engine_failure,p279
554,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/554.wav,Routine,formal,medical_issue,p283
555,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/555.wav,Safety,informal,grounding,p295
556,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/556.wav,Safety,informal,fire_smoke,p361
557,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/557.wav,Routine,formal,tow_request,p271
558,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/558.wav,Distress,third_party,medical_issue,p249
559,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/559.wav,Urgency,formal,person_overboard,p257
560,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/560.wav,Routine,formal,steering_failure,p272
561,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/561.wav,Routine,informal,collision,p317
562,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/562.wav,Distress,third_party,grounding,p248
563,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/563.wav,Urgency,informal,fire_smoke,p294
564,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/564.wav,Urgency,informal,medical_issue,p252
565,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/565.wav,Urgency,informal,person_overboard,p363
566,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/566.wav,Routine,third_party,fire_smoke,p225
567,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/567.wav,Safety,third_party,radio_check,p329
568,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/568.wav,Urgency,third_party,nav_hazard,p241
569,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/569.wav,Urgency,formal,engine_failure,p361
570,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/570.wav,Routine,formal,water_ingress,p258
571,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/571.wav,Distress,formal,cargo_shift,p232
572,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/572.wav,Urgency,formal,grounding,p268
573,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/573.wav,Urgency,formal,tow_request,p273
574,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/574.wav,Urgency,informal,tow_request,p264
575,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/575.wav,Safety,informal,fire_smoke,p334
576,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/576.wav,Safety,informal,grounding,p267
577,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/577.wav,Routine,formal,collision,p251
578,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/578.wav,Distress,informal,collision,p343
579,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/579.wav,Distress,formal,tow_request,p275
580,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/580.wav,Routine,formal,fire_smoke,p250
581,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/581.wav,Safety,third_party,medical_issue,p249
582,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/582.wav,Distress,third_party,fire_smoke,p237
583,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/583.wav,Safety,informal,collision,p285
584,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/584.wav,Urgency,informal,collision,p230
585,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/585.wav,Distress,third_party,nav_hazard,p282
586,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/586.wav,Urgency,informal,engine_failure,p261
587,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/587.wav,Distress,informal,steering_failure,p270
588,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/588.wav,Routine,informal,water_ingress,p245
589,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/589.wav,Safety,third_party,nav_hazard,p293
590,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/590.wav,Urgency,third_party,tow_request,p231
591,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/591.wav,Safety,formal,nav_hazard,p240
592,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/592.wav,Distress,formal,tow_request,p238
593,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/593.wav,Safety,formal,water_ingress,p305
594,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/594.wav,Distress,informal,fire_smoke,p318
595,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/595.wav,Urgency,formal,person_overboard,p239
596,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/596.wav,Urgency,third_party,tow_request,p333
597,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/597.wav,Distress,formal,engine_failure,p341
598,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/598.wav,Distress,informal,steering_failure,p294
599,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/599.wav,Urgency,third_party,water_ingress,p257
600,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/600.wav,Safety,informal,fire_smoke,p318
601,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/601.wav,Safety,third_party,steering_failure,p288
602,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/602.wav,Safety,informal,collision,p317
603,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/603.wav,Safety,third_party,steering_failure,p276
604,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/604.wav,Routine,third_party,fire_smoke,p250
605,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/605.wav,Urgency,informal,radio_check,p283
606,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/606.wav,Urgency,informal,steering_failure,p288
607,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/607.wav,Routine,formal,fire_smoke,p287
608,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/608.wav,Safety,third_party,cargo_shift,p247
609,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/609.wav,Distress,formal,engine_failure,p283
610,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/610.wav,Urgency,third_party,tow_request,p283
611,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/611.wav,Distress,formal,radio_check,p317
612,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/612.wav,Distress,third_party,water_ingress,p274
613,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/613.wav,Distress,informal,person_overboard,p277
614,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/614.wav,Urgency,formal,cargo_shift,p267
615,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/615.wav,Routine,third_party,fire_smoke,p299
616,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/616.wav,Safety,informal,steering_failure,p239
617,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/617.wav,Distress,third_party,collision,p279
618,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/618.wav,Urgency,third_party,medical_issue,p364
619,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/619.wav,Routine,third_party,steering_failure,p285
620,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/620.wav,Safety,formal,tow_request,p347
621,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/621.wav,Routine,informal,collision,p340
622,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/622.wav,Urgency,third_party,grounding,p231
623,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/623.wav,Routine,third_party,nav_hazard,p278
624,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/624.wav,Safety,informal,cargo_shift,p285
625,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/625.wav,Distress,informal,water_ingress,p374
626,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/626.wav,Urgency,informal,person_overboard,p374
627,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/627.wav,Urgency,formal,collision,p228
628,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/628.wav,Urgency,third_party,cargo_shift,p360
629,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/629.wav,Distress,informal,fire_smoke,p297
630,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/630.wav,Urgency,formal,radio_check,p229
631,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/631.wav,Urgency,informal,collision,p376
632,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/632.wav,Safety,formal,fire_smoke,p339
633,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/633.wav,Urgency,informal,medical_issue,p335
634,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/634.wav,Safety,informal,nav_hazard,p272
635,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/635.wav,Urgency,informal,steering_failure,p343
636,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/636.wav,Routine,third_party,grounding,p280
637,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/637.wav,Urgency,third_party,engine_failure,p265
638,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/638.wav,Distress,third_party,grounding,p277
639,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/639.wav,Distress,formal,person_overboard,p240
640,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/640.wav,Safety,third_party,grounding,p237
641,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/641.wav,Routine,formal,grounding,p363
642,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/642.wav,Urgency,informal,collision,p255
643,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/643.wav,Safety,informal,radio_check,p244
644,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/644.wav,Safety,formal,person_overboard,p241
645,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/645.wav,Urgency,informal,engine_failure,p288
646,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/646.wav,Distress,third_party,tow_request,p244
647,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/647.wav,Distress,formal,water_ingress,p333
648,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/648.wav,Distress,third_party,tow_request,p283
649,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/649.wav,Safety,formal,water_ingress,p280
650,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/650.wav,Distress,informal,grounding,p329
651,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/651.wav,Urgency,informal,water_ingress,p347
652,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/652.wav,Safety,formal,medical_issue,p329
653,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/653.wav,Urgency,informal,grounding,p287
654,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/654.wav,Safety,formal,tow_request,p248
655,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/655.wav,Routine,third_party,fire_smoke,p232
656,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/656.wav,Urgency,formal,grounding,p236
657,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/657.wav,Urgency,informal,grounding,"ED
"
658,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/658.wav,Routine,third_party,medical_issue,p283
659,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/659.wav,Urgency,informal,tow_request,"ED
"
660,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/660.wav,Routine,formal,radio_check,p259
661,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/661.wav,Safety,informal,tow_request,p339
662,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/662.wav,Distress,informal,steering_failure,p273
663,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/663.wav,Urgency,third_party,collision,p326
664,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/664.wav,Safety,informal,tow_request,p361
665,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/665.wav,Safety,formal,nav_hazard,p376
666,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/666.wav,Routine,informal,nav_hazard,"ED
"
667,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/667.wav,Urgency,formal,radio_check,p240
668,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/668.wav,Distress,formal,steering_failure,p286
669,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/669.wav,Distress,informal,water_ingress,p360
670,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/670.wav,Urgency,third_party,collision,p292
671,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/671.wav,Urgency,formal,tow_request,p288
672,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/672.wav,Safety,formal,engine_failure,p298
673,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/673.wav,Distress,formal,radio_check,p247
674,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/674.wav,Safety,formal,medical_issue,p334
675,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/675.wav,Routine,formal,water_ingress,p295
676,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/676.wav,Urgency,formal,medical_issue,p305
677,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/677.wav,Safety,informal,person_overboard,p251
678,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/678.wav,Urgency,formal,radio_check,p240
679,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/679.wav,Safety,informal,cargo_shift,p276
680,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/680.wav,Routine,formal,water_ingress,p347
681,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/681.wav,Urgency,informal,fire_smoke,p317
682,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/682.wav,Urgency,third_party,cargo_shift,p282
683,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/683.wav,Safety,third_party,nav_hazard,p254
684,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/684.wav,Routine,informal,engine_failure,p307
685,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/685.wav,Urgency,formal,fire_smoke,p333
686,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/686.wav,Distress,formal,grounding,p298
687,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/687.wav,Distress,third_party,radio_check,p272
688,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/688.wav,Safety,formal,engine_failure,p335
689,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/689.wav,Distress,third_party,fire_smoke,p287
690,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/690.wav,Safety,third_party,person_overboard,p298
691,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/691.wav,Distress,formal,nav_hazard,p305
692,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/692.wav,Routine,third_party,steering_failure,p240
693,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/693.wav,Urgency,third_party,person_overboard,p329
694,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/694.wav,Safety,third_party,water_ingress,p329
695,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/695.wav,Distress,formal,water_ingress,p273
696,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/696.wav,Urgency,formal,engine_failure,p316
697,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/697.wav,Routine,third_party,water_ingress,p264
698,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/698.wav,Safety,third_party,grounding,p345
699,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/699.wav,Distress,formal,steering_failure,p258
700,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/700.wav,Urgency,informal,water_ingress,p335
701,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/701.wav,Safety,formal,engine_failure,p347
702,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/702.wav,Safety,informal,engine_failure,p248
703,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/703.wav,Safety,formal,fire_smoke,p233
704,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/704.wav,Urgency,third_party,radio_check,p298
705,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/705.wav,Routine,formal,radio_check,p345
706,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/706.wav,Routine,formal,water_ingress,p259
707,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/707.wav,Safety,informal,tow_request,p277
708,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/708.wav,Urgency,third_party,grounding,p336
709,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/709.wav,Distress,informal,grounding,p233
710,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/710.wav,Distress,formal,fire_smoke,p244
711,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/711.wav,Urgency,informal,grounding,p283
712,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/712.wav,Distress,third_party,collision,p339
713,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/713.wav,Urgency,formal,fire_smoke,"ED
"
714,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/714.wav,Safety,third_party,person_overboard,p298
715,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/715.wav,Safety,formal,fire_smoke,p376
716,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/716.wav,Routine,informal,collision,p227
717,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/717.wav,Safety,informal,tow_request,p240
718,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/718.wav,Distress,third_party,water_ingress,p249
719,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/719.wav,Safety,informal,radio_check,p310
720,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/720.wav,Urgency,formal,water_ingress,p225
721,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/721.wav,Routine,third_party,tow_request,p333
722,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/722.wav,Routine,third_party,radio_check,p257
723,/content/drive/MyDrive/SeaAlert/data/audio_clean/wav/723.wav,Safety,informal,radio_check,p330
